0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.47058823529411764,0.6086956521739131,0.0,0.2,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333,0.6,4,1,1,0,3,7,1,4,5,9
0.38461538461538464,0.7692307692307693,0.0,0.375,0.5,0.0,0.0,0.5,0.6666666666666666,1.0,0,5,9,1,0,0,7,1,3,2
1.0,0.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.5,0.6666666666666666,1.0,2,3,1,1,3,1,7,8,4,1
0.5,0.25,0.0,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,4,7,3,6,1,3,9,0,2,4
0.5,0.8333333333333334,0.0,0.2222222222222222,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0,0,4,8,8,1,4,9,3,4
0.3,0.5714285714285714,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0,7,6,8,7,1,4,6,3,1
0.2222222222222222,0.43478260869565216,0.0,0.25,0.0,0.0,0.0,0.36363636363636365,0.2,0.5,7,1,4,9,1,6,2,1,2,1
0.3333333333333333,0.7083333333333334,0.0,0.2727272727272727,0.0,0.0,0.14285714285714285,0.1111111111111111,0.0,0.16666666666666666,5,1,4,8,1,4,7,1,1,7
0.5,0.46153846153846156,0.0,0.0,0.25,1.0,0.0,0.3333333333333333,0.0,0.0,7,5,4,1,7,1,0,3,1,6
0.4444444444444444,0.6,0.0,0.1,0.3333333333333333,0.0,0.25,0.3333333333333333,1.0,1.0,3,3,1,9,7,1,4,5,1,3
0.35,0.5652173913043478,0.0,0.4666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.5714285714285714,0,7,9,5,0,0,7,7,3,0
0.5,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1,8,3,1,0,0,8,0,8,0
0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,1.0,3,3,1,2,7,1,2,0,1,7
0.25,0.75,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,8,0,2,5,0,2,4,1,6,1
0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1,3,9,0,4,0,8,1,9,0
0.42857142857142855,0.5,0.0,0.4166666666666667,0.0,0.0,0.3333333333333333,0.625,0.25,1.0,3,2,5,6,0,3,6,7,1,1
0.6,0.52,0.0,0.25,0.0,0.3333333333333333,0.2857142857142857,0.8,0.0,0.5,8,1,5,5,8,3,7,0,1,1
0.23076923076923078,0.43478260869565216,0.0,0.14285714285714285,0.0,0.0,0.0,0.6666666666666666,0.5,0.75,1,0,1,1,7,2,1,1,5,9
0.3888888888888889,0.42857142857142855,0.0,0.25,0.5,0.0,0.0,0.2,0.0,0.25,0,0,1,0,1,0,3,3,0,8
0.4,0.7272727272727273,0.0,0.1,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,3,1,0,3,3,1,0,4,1,1
0.3181818181818182,0.7272727272727273,0.0,0.1,0.2,0.25,0.0,0.4,0.5,0.5,3,8,2,1,0,1,8,3,0,0
0.4444444444444444,0.4444444444444444,0.0,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.5,0.3125,1.0,1.0,1,9,1,3,0,1,7,7,8,1
0.3076923076923077,0.631578947368421,0.0,0.1875,0.0,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0,3,0,2,8,3,3,4,1,1
0.5,0.6666666666666666,0.0,0.4,0.0,0.0,0.0,0.0,0.25,1.0,1,7,0,8,8,3,1,1,5,1
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1,-1,3,1,1,0,9,1,0,0
0.3888888888888889,0.6521739130434783,0.0,0.14285714285714285,0.0,0.0,0.16666666666666666,0.07692307692307693,1.0,0.42857142857142855,1,7,0,4,0,1,9,8,3,1
0.1111111111111111,0.48,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3076923076923077,0.0,0.875,1,4,0,7,1,0,5,7,3,1
0.30434782608695654,0.6,0.0,0.07142857142857142,0.14285714285714285,0.25,0.0,0.375,0.5,0.5,7,2,3,1,1,7,3,6,4,4
0.5,0.6206896551724138,0.0,0.2,0.3333333333333333,0.0,0.0,0.14285714285714285,0.16666666666666666,0.2222222222222222,9,1,8,4,1,9,1,4,7,1
0.16666666666666666,0.35294117647058826,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0,0,5,1,3,0,0,4,9,3
0.1111111111111111,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,3,1,0,7,0,3,7
0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,8,0,8,0,1,0,1,1
0.30434782608695654,0.6818181818181818,0.0,0.26666666666666666,0.25,0.0,0.4,0.14285714285714285,0.5,0.375,1,1,0,0,7,1,1,0,3,8
0.35294117647058826,0.631578947368421,0.0,0.15789473684210525,0.0,0.0,0.5,0.6666666666666666,0.5,0.75,0,0,0,3,2,0,9,5,4,3
0.5,0.5384615384615384,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,6,1,1,1,4,5,8,1,1,0
0.5,0.43478260869565216,0.0,0.75,0.0,0.5,0.0,0.5,0.3333333333333333,1.0,6,1,1,0,7,1,4,0,2,9
0.3888888888888889,0.6,0.0,0.25,0.3333333333333333,0.0,0.0,0.5,0.16666666666666666,0.75,1,3,1,1,0,0,6,0,3,1
0.16666666666666666,0.5,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,1.0,0.75,2,0,3,3,3,8,1,1,4,0
0.4444444444444444,0.5909090909090909,0.0,0.42857142857142855,0.0,0.25,0.5,0.4444444444444444,0.4,1.0,5,2,1,7,5,8,1,1,1,4
0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,2,3,7,2,1,0,6,1,0
0.3333333333333333,0.6842105263157895,0.0,0.11764705882352941,0.5,0.0,0.0,0.2,0.6666666666666666,0.8571428571428571,3,3,4,1,9,3,1,3,0,0
0.5714285714285714,0.41935483870967744,0.0,0.4,0.3333333333333333,0.3333333333333333,0.5,0.3076923076923077,1.0,1.0,7,1,1,1,1,3,0,7,1,1
0.38461538461538464,0.75,0.0,0.2857142857142857,0.5,0.0,0.0,0.5,0.6666666666666666,1.0,6,6,4,0,5,9,1,0,0,7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,1,1,3,5
0.2,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0,5,9,4,0,0,0,5,9,6
0.4,0.48,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3,1.0,0.42857142857142855,0,1,1,3,1,7,4,1,1,1
0.0,0.875,0.0,0.2,0.0,0.0,0.0,1.0,0.5,1.0,4,6,1,4,1,1,8,1,4,0
0.5,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,3,0,6,3,1,3,3,3,5,4
0.5,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0,9,3,0,3,3,7,3,8,1
0.4444444444444444,0.5652173913043478,0.0,0.42857142857142855,0.0,0.25,0.5,0.4444444444444444,0.4,1.0,2,1,7,5,8,1,1,1,4,1
0.375,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,7,4,8,0,1,1,3,1,0,0
0.4444444444444444,0.46153846153846156,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.3333333333333333,0,0,1,0,0,0,2,1,9,7
0.42857142857142855,0.3888888888888889,0.0,0.29411764705882354,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,0,7,3,0,0,8,8,3,0,6
0.5,0.75,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,1,8,3,1,0,0,7,7,2
0.2,0.6190476190476191,0.0,0.29411764705882354,0.0,0.0,0.4,0.18181818181818182,0.2,0.5,3,2,0,5,3,4,1,6,1,6
0.5,0.625,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,7,6,6,5,3,1,3,1,1,7
0.38461538461538464,0.5263157894736842,0.0,0.3125,0.0,0.0,0.0,0.3333333333333333,0.25,0.125,1,3,2,8,6,1,1,9,1,3
0.5714285714285714,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0,1,4,5,7,1,0,0,3,9
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1,8,1,5,1,1,8,0,7,0
0.1111111111111111,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0,2,3,3,3,3,3,1,3,0
0.4782608695652174,0.5454545454545454,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,3,9,8,3,9,5,0,0,1,0
0.35294117647058826,0.65,0.0,0.15,0.0,0.0,0.5,0.6666666666666666,0.5,0.75,0,3,2,0,9,5,4,3,1,3
0.2727272727272727,0.6666666666666666,0.0,0.2857142857142857,0.3333333333333333,0.0,0.16666666666666666,0.5555555555555556,0.3333333333333333,0.5,1,7,3,4,2,1,6,1,1,0
0.42857142857142855,0.5217391304347826,0.0,0.8,0.0,0.0,0.0,0.3333333333333333,0.75,0.5,8,9,3,0,7,1,7,0,8,6
0.25,0.47058823529411764,0.0,0.8,0.0,0.2,0.25,0.0,0.4,1.0,1,6,9,1,1,1,7,5,1,0
0.1111111111111111,0.6,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.5,1.0,0,7,6,0,0,3,2,7,7,8
0.75,0.4444444444444444,0.0,0.25,0.0,0.0,0.0,0.5,1.0,1.0,3,1,9,1,2,6,8,3,1,1
0.5,0.4117647058823529,0.0,0.5714285714285714,0.5,0.5,0.0,0.2222222222222222,1.0,1.0,1,1,1,7,1,1,1,7,3,5
0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,3,0,1,1,7,0
0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,9,9,3,1,3,0,0,1
0.3333333333333333,0.6666666666666666,0.0,0.375,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,8,1,1,0,0,1,7,3,0,3
0.5,0.8,0.0,0.25,0.0,0.25,0.0,0.5,1.0,0.0,1,8,1,1,0,1,7,9,5,1
0.0,0.4,0.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.42857142857142855,0.2,0.5,1,0,6,0,3,0,9,3,1,0
0.8333333333333334,0.631578947368421,0.0,0.125,0.6666666666666666,0.2,0.0,0.5,1.0,1.0,1,3,3,1,3,1,1,7,5,0
0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,9,3,0,2,6,2,9,1,1
0.3333333333333333,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,7,9,1,1,1,6
0.23529411764705882,0.8235294117647058,0.0,0.2631578947368421,0.0,0.0,0.25,0.25,0.0,0.8,3,3,1,0,3,0,1,5,5,2
0.2,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0.4,0.25,1.0,1,0,1,7,8,1,0,0,7,7
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1,9,1,8,9,0,1,6,3,7
0.45454545454545453,0.4666666666666667,0.0,0.14285714285714285,0.0,0.0,0.3333333333333333,0.3333333333333333,0.375,0.6666666666666666,1,0,3,9,3,1,9,1,1,0
0.5,0.5454545454545454,0.0,0.42857142857142855,0.0,0.2,0.0,0.8333333333333334,0.0,0.3333333333333333,4,6,9,0,7,3,0,5,1,1
0.25,0.7272727272727273,0.0,0.125,0.0,0.25,0.25,0.5,0.5,0.5,8,4,4,1,6,1,6,8,1,1
0.23076923076923078,0.6,0.0,0.35294117647058826,0.0,0.0,0.0,0.3333333333333333,0.4,0.6666666666666666,1,1,7,2,3,0,1,7,3,3
0.5,0.47619047619047616,0.0,0.75,0.0,0.0,0.0,0.38461538461538464,1.0,0.4,1,1,0,7,7,4,1,1,0,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,1,5
0.42857142857142855,0.4,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,4,2,3,0,8,3,1,0,1,7
0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,2,0,3,4,1,2,2,8,0,0
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1,-1,1,9,1,1,0,8,1,3
0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,8,3,7,2,1,1,0,1,0
0.5714285714285714,0.7647058823529411,0.0,0.4,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1,1,1,3,7,5,0,3,9,3
0.16666666666666666,0.4074074074074074,0.0,0.2222222222222222,0.0,0.0,1.0,0.4,0.42857142857142855,1.0,1,0,1,3,7,5,1,8,1,1
0.2727272727272727,0.4230769230769231,0.0,0.4,0.3333333333333333,0.0,0.5,0.42857142857142855,0.3333333333333333,0.8,0,1,0,1,3,7,5,1,0,1
0.16666666666666666,0.6153846153846154,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.5,9,2,0,0,3,7,3,7,0,3
1.0,0.4,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,1,9,3,3,3,1,2,7,1,2
0.25,0.8333333333333334,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.6666666666666666,0,5,7,9,1,1,0,3,3,4
0.5555555555555556,0.6,0.0,0.2222222222222222,0.0,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,3,3,1,1,1,5,0,0,6,3
1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,7,4,4,8,1,4,5,1,1,1
0.125,0.8333333333333334,0.0,0.18181818181818182,0.0,0.0,0.0,1.0,0.0,1.0,0,3,0,2,3,3,3,3,3,1
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1,0,0,1,4,8,1,8,1,0
0.2,0.625,0.0,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0,1.0,1,1,0,2,0,6,4,8,9,9
